年月日,降水量の合計,天気概況
2015/11/6,0,快晴
2015/11/7,0,曇一時晴
2015/11/8,13.5,雨
2015/11/9,2,曇後一時雨
2015/11/10,3.5,雨時々曇
2015/11/11,0,曇
2015/11/12,0,曇一時晴
2015/11/13,0,曇
2015/11/14,13.5,雨一時曇
2015/11/15,11,曇時々雨後晴
2015/11/16,0.5,晴後時々曇
2015/11/17,3.5,晴後曇一時雨
2015/11/18,19,曇後雨
2015/11/19,5.5,曇時々晴
2015/11/20,0,曇一時雨
2015/11/21,0,晴後曇
2015/11/22,0,曇
2015/11/23,2.5,曇
2015/11/24,4.5,曇後晴
2015/11/25,6,曇時々雨
2015/11/26,22,雨後曇
2015/11/27,0,快晴
2015/11/28,0,快晴
2015/11/29,0,晴後曇
2015/11/30,0,晴一時曇
2015/12/1,0,快晴
2015/12/2,0,曇後時々雨
2015/12/3,8.5,雨後曇
2015/12/4,0,快晴
2015/12/5,0,晴
2015/12/6,0,曇一時晴
2015/12/7,0,晴一時曇
2015/12/8,0,曇後一時晴
2015/12/9,0,晴後一時薄曇
2015/12/10,16.5,曇一時晴
2015/12/11,73.5,大雨後晴、雷を伴う
2015/12/12,0,晴一時曇
2015/12/13,2,雨後一時曇
2015/12/14,0,曇
2015/12/15,0,曇後時々晴
2015/12/16,0,快晴
2015/12/17,0,曇時々晴一時雨
2015/12/18,0,快晴
2015/12/19,0,快晴
2015/12/20,0,晴
2015/12/21,0,曇後一時晴
2015/12/22,0,晴時々曇
2015/12/23,5.5,曇時々雨
2015/12/24,3.5,曇時々晴
2015/12/25,0.5,薄曇一時晴
2015/12/26,0,晴一時曇
2015/12/27,0,晴時々曇
2015/12/28,0,晴
2015/12/29,0,晴
2015/12/30,0,晴
2015/12/31,0,晴
2016/1/1,0,快晴
2016/1/2,0,晴一時薄曇
2016/1/3,0,晴後一時薄曇
2016/1/4,0,快晴
2016/1/5,0,晴後一時曇
2016/1/6,0,曇
2016/1/7,0,晴一時曇
2016/1/8,0,晴時々薄曇
2016/1/9,0,快晴
2016/1/10,0,快晴
2016/1/11,0,曇一時晴
2016/1/12,0,雨時々曇、みぞれを伴う
2016/1/13,0,晴一時曇
2016/1/14,0,晴
2016/1/15,0,晴時々曇
2016/1/16,0,快晴
2016/1/17,3.5,曇一時晴
2016/1/18,45.5,雨後曇
2016/1/19,0,快晴
2016/1/20,0,晴
2016/1/21,0,晴後薄曇
2016/1/22,0,晴
2016/1/23,0,曇後一時雨
2016/1/24,0,快晴
2016/1/25,0,快晴
2016/1/26,0,晴
2016/1/27,0,晴
2016/1/28,0,快晴
2016/1/29,21,雨
2016/1/30,3.5,曇時々雨
2016/1/31,0,曇一時晴
2016/2/1,0,曇一時雨
2016/2/2,0,晴一時曇
2016/2/3,0,晴一時曇
2016/2/4,0,曇後晴
2016/2/5,0,晴後薄曇
2016/2/6,0,曇一時晴
2016/2/7,0,晴
2016/2/8,0,晴時々曇
2016/2/9,0,晴
2016/2/10,0,快晴
2016/2/11,0,快晴
2016/2/12,0.5,曇一時晴
2016/2/13,0,晴時々曇
2016/2/14,53,大雨後晴、雷を伴う
2016/2/15,0.5,雨時々曇一時晴
2016/2/16,0,晴
2016/2/17,0,晴後一時曇
2016/2/18,0,晴時々曇
2016/2/19,0,晴
2016/2/20,39.5,曇後雨
2016/2/21,0,晴時々曇
2016/2/22,0,曇後一時雨
2016/2/23,0,曇一時晴
2016/2/24,0,曇
2016/2/25,0.5,曇後晴
2016/2/26,0,晴
2016/2/27,0,晴
2016/2/28,0.5,晴後一時曇
2016/2/29,7,曇時々雨後一時晴
2016/3/1,0,晴
2016/3/2,0,晴
2016/3/3,0,快晴
2016/3/4,0,晴一時曇
2016/3/5,0,晴時々曇
2016/3/6,16.5,雨時々曇一時晴
2016/3/7,87.5,雨後一時曇
2016/3/8,0,晴一時曇
2016/3/9,26.5,雨時々曇
2016/3/10,0,曇
2016/3/11,1,雨後一時曇
2016/3/12,0,曇
2016/3/13,0,曇
2016/3/14,44.5,雨
2016/3/15,0.5,晴
2016/3/16,0,曇
2016/3/17,0,快晴
2016/3/18,0,晴後曇
2016/3/19,19.5,雨後曇
2016/3/20,0.5,曇時々晴
2016/3/21,0,曇一時雨後晴
2016/3/22,0,晴時々曇
2016/3/23,0,薄曇後晴
2016/3/24,0,曇時々雨
2016/3/25,0,晴後曇
2016/3/26,0,曇後晴
2016/3/27,0,曇後晴
2016/3/28,10,雨後曇
2016/3/29,0,晴後薄曇
2016/3/30,0,薄曇
2016/3/31,0,晴後薄曇
2016/4/1,4,曇
2016/4/2,1.5,曇
2016/4/3,3.5,雨後曇
2016/4/4,8,雨後曇
2016/4/5,0.5,曇時々雨
2016/4/6,0,曇一時晴
2016/4/7,43.5,大雨
2016/4/8,0,曇
2016/4/9,0,薄曇
2016/4/10,0,曇
2016/4/11,0,曇後晴
2016/4/12,0,晴後薄曇
2016/4/13,6,曇時々雨
2016/4/14,39.5,曇時々雨
2016/4/15,0,快晴
2016/4/16,0,薄曇
2016/4/17,1,雨一時曇後晴、大風を伴う
2016/4/18,1,曇時々晴
2016/4/19,0,晴
2016/4/20,0,晴後薄曇
2016/4/21,10,曇後雨
2016/4/22,0.5,晴後曇
2016/4/23,0,曇一時晴
2016/4/24,5,雨後曇
2016/4/25,0,薄曇
2016/4/26,0,晴後薄曇
2016/4/27,1,曇
2016/4/28,27.5,雨
2016/4/29,1.5,曇後晴
2016/4/30,0,晴
2016/5/1,0,晴後一時薄曇
2016/5/2,0,薄曇
2016/5/3,0,薄曇
2016/5/4,19.5,晴一時雨
2016/5/5,0,快晴
2016/5/6,0.5,曇後雨
2016/5/7,0,晴一時薄曇
2016/5/8,0,晴後薄曇
2016/5/9,18.5,曇後雨
2016/5/10,4.5,曇
2016/5/11,13.5,曇時々雨
2016/5/12,0,快晴
2016/5/13,0,晴
2016/5/14,0,薄曇一時晴
2016/5/15,0,薄曇時々晴
2016/5/16,0,曇一時晴
2016/5/17,29,雨
2016/5/18,0,晴
2016/5/19,0,晴後薄曇
2016/5/20,0,曇
2016/5/21,1.5,晴
2016/5/22,0,快晴
2016/5/23,0,薄曇後晴
2016/5/24,0,薄曇
2016/5/25,0,曇一時雨
2016/5/26,0,曇時々晴
2016/5/27,19.5,雨後曇
2016/5/28,0,曇
2016/5/29,0,薄曇一時晴
2016/5/30,22.5,雨時々曇
2016/5/31,0,曇
2016/6/1,1,曇一時晴
2016/6/2,0,晴
2016/6/3,0,晴
2016/6/4,0,薄曇一時晴
2016/6/5,6.5,雨後曇一時晴
2016/6/6,0,曇
2016/6/7,1.5,曇一時雨
2016/6/8,3,曇一時晴
2016/6/9,10.5,曇一時雨
2016/6/10,0,晴一時薄曇
2016/6/11,0,晴後薄曇
2016/6/12,0,薄曇一時晴
2016/6/13,78.5,大雨
2016/6/14,0,曇時々晴
2016/6/15,0,曇
2016/6/16,6.5,曇後時々雨
2016/6/17,1,晴時々曇
2016/6/18,0,晴
2016/6/19,6,曇後一時雨
2016/6/20,1.5,薄曇後一時晴
2016/6/21,13.5,雨後曇一時晴
2016/6/22,0,曇一時雨
2016/6/23,15.5,雨後晴
2016/6/24,0,曇後一時雨
2016/6/25,1.5,曇時々雨
2016/6/26,0,薄曇後晴
2016/6/27,0,晴後一時曇
2016/6/28,24,雨後時々曇
2016/6/29,5,曇時々雨
2016/6/30,0,曇
2016/7/1,0,曇後晴
2016/7/2,0,薄曇一時晴
2016/7/3,0,曇一時晴
2016/7/4,26.5,晴後一時雨、雷を伴う
2016/7/5,0,曇時々雨
2016/7/6,0,曇後晴
2016/7/7,0,晴
2016/7/8,0,曇
2016/7/9,17.5,雨後一時曇
2016/7/10,0,薄曇一時晴
2016/7/11,0,晴
2016/7/12,0,晴時々曇
2016/7/13,1,雨時々曇
2016/7/14,61,晴時々曇一時雨
2016/7/15,110,大雨時々曇、雷を伴う
2016/7/16,0,曇一時晴
2016/7/17,0,曇
2016/7/18,0,晴一時曇
2016/7/19,0,晴時々曇
2016/7/20,2.5,曇一時雨
2016/7/21,61.5,大雨
2016/7/22,9,曇時々雨
2016/7/23,0,曇
2016/7/24,0,晴一時曇
2016/7/25,0,曇
2016/7/26,1,曇後雨
2016/7/27,0,曇
2016/7/28,0,薄曇
2016/7/29,0,晴
2016/7/30,0,晴
2016/7/31,0,晴時々曇一時雨
2016/8/1,1,曇一時雨後時々晴、雷を伴う
2016/8/2,4.5,曇時々雨一時晴、雷を伴う
2016/8/3,4,曇時々雨
2016/8/4,0,晴
2016/8/5,0,晴後一時薄曇
2016/8/6,0,晴一時曇
2016/8/7,0,晴
2016/8/8,0,曇一時晴
2016/8/9,0,晴一時薄曇
2016/8/10,0,曇時々晴
2016/8/11,0,曇後一時晴
2016/8/12,0,曇時々晴
2016/8/13,0,晴時々曇
2016/8/14,0,曇時々晴
2016/8/15,0,曇後一時晴
2016/8/16,33.5,曇後時々雨
2016/8/17,9.5,晴後一時曇
2016/8/18,4.5,曇後一時雨、雷を伴う
2016/8/19,0,晴時々曇
2016/8/20,18.5,曇時々雨
2016/8/21,0,曇時々晴
2016/8/22,104,大雨
2016/8/23,0,曇
2016/8/24,5.5,曇一時雨後一時晴
2016/8/25,0,晴
2016/8/26,0,晴
2016/8/27,2.5,曇後雨
2016/8/28,10.5,曇時々雨
2016/8/29,2.5,曇時々雨一時晴
2016/8/30,20,雨時々曇一時晴
2016/8/31,0,快晴
2016/9/1,0,晴
2016/9/2,0,晴
2016/9/3,2,晴時々曇一時雨
2016/9/4,12,晴一時曇
2016/9/5,0,晴後一時曇
2016/9/6,0,薄曇一時晴
2016/9/7,3.5,曇時々雨後一時晴
2016/9/8,0.5,曇後時々雨、雷を伴う
2016/9/9,0,晴
2016/9/10,0,晴時々曇
2016/9/11,16.5,雨後時々曇
2016/9/12,0,曇
2016/9/13,57.5,大雨時々曇
2016/9/14,9,曇時々雨
2016/9/15,5,曇一時雨
2016/9/16,0.5,雨時々曇
2016/9/17,0,薄曇一時晴
2016/9/18,0.5,雨時々曇
2016/9/19,19.5,雨一時曇
2016/9/20,112,大雨
2016/9/21,0,曇
2016/9/22,52.5,大雨一時曇
2016/9/23,17,雨一時曇
2016/9/24,5,曇後雨
2016/9/25,0,曇
2016/9/26,0,曇時々晴
2016/9/27,0,曇一時霧雨後晴
2016/9/28,0,曇一時晴後雨
2016/9/29,0,曇時々雨
2016/9/30,1,曇
2016/10/1,2,雨時々曇
2016/10/2,0,曇後晴
2016/10/3,3.5,雨時々曇
2016/10/4,0,薄曇一時晴
2016/10/5,0.5,曇一時雨
2016/10/6,0,薄曇時々晴
2016/10/7,0,曇
2016/10/8,12,曇時々雨後一時晴
2016/10/9,6.5,曇時々雨
2016/10/10,0,曇
2016/10/11,0,曇
2016/10/12,0,晴時々薄曇
2016/10/13,0,曇
2016/10/14,0,薄曇後一時晴
2016/10/15,0,快晴
2016/10/16,0,晴時々曇
2016/10/17,13.5,雨時々曇
2016/10/18,3.5,晴後薄曇
2016/10/19,0,曇時々晴
2016/10/20,0,快晴
2016/10/21,0,薄曇
2016/10/22,0,曇
2016/10/23,0,曇一時晴
2016/10/24,0,晴一時曇
2016/10/25,3,曇後一時雨
2016/10/26,0,晴
2016/10/27,0,晴後曇
2016/10/28,20,曇後雨
2016/10/29,1,曇後一時雨
2016/10/30,1,曇時々雨
2016/10/31,0,曇一時晴
2016/11/1,9.5,雨後晴一時曇
2016/11/2,2.5,曇時々雨
2016/11/3,0.5,晴
2016/11/4,0,晴
2016/11/5,0,晴一時曇
2016/11/6,0,快晴
2016/11/7,0,晴一時曇
2016/11/8,3.5,曇
2016/11/9,5,曇後晴
2016/11/10,0,曇後一時雨
2016/11/11,47,雨時々曇
2016/11/12,0,晴
2016/11/13,0,晴
2016/11/14,3.5,曇後雨
2016/11/15,0.5,曇
2016/11/16,0,曇
2016/11/17,0,晴時々薄曇
2016/11/18,0,晴後一時曇
2016/11/19,24,雨時々曇
2016/11/20,0,薄曇一時晴
2016/11/21,1.5,曇後一時雨
2016/11/22,12.5,晴一時雨
2016/11/23,1,曇後一時雨
2016/11/24,21,みぞれ時々雪一時曇
2016/11/25,0,晴一時薄曇
2016/11/26,0,晴後時々曇
2016/11/27,10,曇時々雨
2016/11/28,6,曇一時晴
2016/11/29,0,晴時々曇
2016/11/30,0,曇一時晴
2016/12/1,18.5,曇時々雨後一時晴
2016/12/2,0,晴
2016/12/3,0,晴時々曇
2016/12/4,0.5,薄曇
2016/12/5,2.5,曇一時晴
2016/12/6,0,快晴
2016/12/7,0,曇時々晴
2016/12/8,0,晴後一時薄曇
2016/12/9,0,快晴
2016/12/10,0,晴
2016/12/11,0,晴
2016/12/12,0,薄曇時々晴
2016/12/13,4.5,曇後一時雨
2016/12/14,39,雨後曇
2016/12/15,0,晴一時曇
2016/12/16,0,快晴
2016/12/17,0,快晴
2016/12/18,0,晴時々曇
2016/12/19,0,薄曇後晴
2016/12/20,0,曇後晴
2016/12/21,0,晴後薄曇
2016/12/22,13.5,曇一時雨
2016/12/23,7.5,晴後一時曇
2016/12/24,0,晴
2016/12/25,0,曇後晴
2016/12/26,0,曇
2016/12/27,4.5,曇時々雨
2016/12/28,0,快晴
2016/12/29,0,曇一時雨後晴
2016/12/30,0,晴
2016/12/31,0,快晴
